content,score
Saya nggak suka dengan update-an yang terbaru ini karena Nggak terbaca sama screen reader atau pembaca layar yang saya gunakan Kebetulan saya ini tunanetra jadi di saat kita menentukan titik jemput dan destinasi Nggak terbaca oleh screen Rider tolong untuk pihak developer segera perbaiki agar teman-teman tunanetra bisa tetap menggunakan layanan grab terima kasih,2
Makin kesini makin ga masuk akal. Di pemesanan ongkos sekian. Di terima driver ojek masa cuma setengah nya. Ga masuk akal bgt mana ada tambahan biaya ini itu yg ga penting. Buat pengemudi makin lambat gerak nya. Ku kira emg dasar driver nya ternyata dari pihak aplikasi nya yg serakah. Parahh!!!!!!!,1
"Untuk grab food walau pakai yg prioritas tetap lama,, jadi pesanan makanan yang panas keburu dingin, beli es keburu cair.. sangat mengecewakan sistem seperti ini.. saya rasa perlu di evaluasi lagi.",1
"Kebijakan sepihak grab utk grabpoint sangat mengecewakan, sy sdh lama pakai grab tp sy tidak tau hrs convert grabpoin ke ovopoint sebelum bln oktober, harusnya grab otomatis mengconvert kannya, kl tidak begitu kan untung digrabnya, rugi utk custmer yg tidak tau, kecewa sekali",1
"dikota besar bagus pelayanannya cepat dan sesuai dengan yg tertera pembayarannya, tapi kalau dikota kecil banyak alasan dan akhirnya disuruh cancel dan tarif yg harus dibayar pasti lebih dari yg ada diaplikasi",3
"Ini sangat membantu dan memudahkan saya melakukkan perjalanan di area DKI dan sangat terjangkau harganya serta ok pelayananannya. Lagipun cepat juga gak pake nunggu lama tiap x memesan. Terimakasih grabbike, grabcar, grabtaxi dan grab lainnya :)",5
"tidak tau kenapa, setiap sudah pesan dan dapat driver, lalu kembali ke home, lalu buka aplikasi lagi, selalu tidak bisa tethubung, , ketika sudah sampai tujuan, kan saya mau kasih ratting tidak bisa karna gagal terhubung terus, , tolong di perbaiki",2
"Promo sama mapsnya perlu perbaikan, promo sering bgt gabisa dipakai, padahal memenuhi syarat seperti batas waktu, area, dan transaksi minimal. maps selalu eror",1
"Grab promonya makin banyak, sangat membantu. Sekadar masukan tolong aplikasi disediakan filter biar bisa milih promo agar mempermudah penggunaan promo yang sesuai, misal disediakan filter bisa di urutkan atau di buat filter kategori promo (Promo 50, 40, 30, dll) serta jaraknya bisa di urutkan dari yang terdekat promonya. Terima kasih.",5
"hai kak sekedar masukan ajanih, walaupun kita seringnya mesen grabfood tapi kita tetep butuh juga kak untuk promo grabike nya. di akun saya kalau kita lebih sering menggunakan grabfood untuk promo yg diberikan lebih banyak ke grabfood. tolong di tingkatkan lagi yah grabid😉",5
"Nyesel nunggu driver yg sering kali tidak mrespon, hilangnya interface untuk melacak driver saat pesan lewat grab food. Belum lagi driver yang sering kali berbeda dari yang ditampilkan di aplikasi. Driver yang ditetapkan standar grab juga jauh lebih rendah kualitasnya dari gojek. Saya pesan grab sudah lebih dari 2jam dan driver di chat tidak merespon, saat ingin membatalkan pesanan malah tidak bisa dan disuruh telp. CS service, akhirnya saya langsung uninstall aja. Bodoamat dh gk percaya lg grab",1
"Hallo grabb, mohon untuk segera di perbaiki dari awal pembaruan bukannya tambah enak malah tambah ga bener aplikasi menghubungkan ke jaringan terus dan ujung-ujungnya tidak bisa di andalkan.",1
"Sekarang kenapa susah sekali mencari titik lokasi ya Biasanya sering order di grab,tp semenjak map nya berubah dan susah cari titik lokasi jadi jarang order lagi. Sangat disayangkan",4
"Suka kesel klo aplikasinya dikit² suka keluar sendiri, mau pesan eh keluar terus aplikasiny kyk gtu terus, kadang lemot, padahal udh di update😕. Tingkatin dong aplikasinya supaya jangan lemot dn error melulu",3
"Grab lagi ada masalah apa sih? Heran akun saya kok di tangguhkan smua. Padahal saya cuma mau pesen grabfood, jam setengah satu dini hari saya coba akun yg pertama di tangguhkan sampe akun yang ketiga ttep begitu. Sampe saya buat akun lagi pun di tangguhkan lagi. Ga niat bikin aplikasi apa gmna si?",2
"buat apk grab oke lah, memudahkan saya kemana-mana. tapi saya kurang nyaman sama pelayanan driver / riwayat si driver disitu, apalagi driver grab car. saya pernah ketinggalan barang [ Handphone ] gt di sebuah mobil padahal mobilnya berada belum jauh dari lokasi saya turun pas saya hubungi nomor yg tertera nyatanya nomornya gak aktif gt. akhirnya saya pake laporkan masalah lewat apk ini ehh awalnya ada respon kenapa tbtb nggak ada respon lagi [ gak jelas gt ]. mohon agar di evaluasi kembali",4
"karena jawaban no. 1 kuncinya A, dengan responden seperti saya jawab A, kmd jawaban benar nilainya 2, salah nilainya 1, tdk menjawab nilainya 0. pasti benar deh utk soal no 1, dlm kualitative research om. kan tdk memakai dikuatkan spss( statistic social for science) atau tidak usah memakai atau membuat grafik. yg penting kan bener terutama bagi pemula.",1
"aplikasi grab sangat membantu aktivitas dan menambah panjang langkah kita buat bepergian yg hemat, nyaman dn dapat di unggulkan dalam bidang transportasi buat smua kalangan.. trimakasi grab..",5
"Aplikasinya sudah cukup bagus. Simple & cepat. Hanya saja masih belum cukup ramah penggunaannya kepada orang Lansia. Mohon diperbaharui dengan fitur2 yg lebih memudahkan Lansia menggunakannya. Khususnya Grab Motor & Grab Mobil. Tambahkan juga dengan upgrade fitur grup keluarga, agar kami dapat membantu pemesanan keluarga Lansia/ anak2 kami melalui akun2 yg dikelola dalam grup keluarga. Untuk kedepannya semoga GRAB ID semakin maju.",4
"udah 3 tahunan gak instal Grab,bgitu instal,,mau Login,malah gakbisa verifikasi.GBLK. Akun lama bukannya dibikin mudah,malah dibikin ribet. Nyesel gw. Hapus aplikasi,mending pake aplikasi sebelah, instal - login - langsung masuk. Gak ky aplikasi ribet Grab ini.",1
"Petanya tidak bisa diatur sesuai keinginan kita. Slalu pinned nya ngawur mana bukan tujuan. Jd nya mau order grabfood, grabride sering nyasar. Biasanya bisa lo abis diupdate malah kek gitu",1
"saya hampir setiap hari pulang pergi ke tempat kerja selalu menggunakan jasa grab ,,saya senang sekali karna sangat mmbantu saya ,tapi yg saya mau tanyakan knapa iya tarifnya itu kadang berubah"" hmm promo buat grab bikenya di adain lagii dong ,,biar ada bonus""nya gitu (penghematan)😅😁..terimakasih Grab telah membantu ,,oh iya adain give away dong bagi pngguna yg menggunakan jasa grab paling sering 🙏👍👍",5
"agak kesel ya grab, semua promonya ga bisa dipake padahal belum kadaluarsa. jangan bikin promo kalo emg ga bisa dipake hehe, udah mah ekspetasi tinggi dapet diskon taunya ga bisa. yg pasti pasti aja ya pak biar enak kitanya juga 🙏",3
"saya kecewa sekali dengan aplikasi grab ini tadinya saya suka.. setelah peyanan kurang memuaskan terkadang terlalu lama menunggu, sudah lama menunggu pengemudi tidak datamg juga, dan map tujuan kadang tidak tidak terditeksi..mending pindah ke aplikasi sebelah bye",1
Gabisa pilih titik sesuai lokasi kita di peta. Gimana d atur aplikasinya aja. Drivernya marah karna lokasi ga sesuai titik. Pdhl emg aplikasinya yg ngeyel gabisa d posisiin sndiri titik nya.,2
Titik lokasi restoran grab food banyak yg tidak sesuai dan jarak sebenarnya terlalu jauh sehingga menyulitkan driver dan kemungkinan akan d cancel si driver..jika Ingin grab food bersaing dgn kompetitor di sesuaikan lagi titik restoran di aplikasi dan titik sebenarnya,3
kecewa berat sm grabcar karena uda 3 minggu ini tidak ada mendapatkan promo dengan kode hemat medan ataupun ovoknogc sedangkan saya adalah pengguna aktif juga rutin dan setia nya Grab setiap harinya..kecewa berat dng Grab..yg jarang pake grab malah dpt promo itu..kecewa berat.,1
"Banyak voucher tapi selalu gagal digunakan,gk tahu kenapa masalahnya jadi agak kecewa, paket hematnya jg sama aja hitungannya,grabnya gk kaya dulu memuaskan, sekarang mengecewakan.",2
"Ongkir yang semakin Tinggi dan ada nya Penambahan Biaya yang di beratkan ke Konsumen, apa Grab mau bangkrut??? Saya sering mendengar keluhan dari Drivernya, kata mereka sekarang buat dapat satu orderan saja perlu nunggu berjam jam, saya kasian juga, tapi saya sebagai konsumen tentu ingin yang murah, dan aplikasi sebelah jauh lebih murah dibanding ini, klau begini terus driver dan konsumen akan pindah satu persatu ke seblah, selamat tinggal grab, masa berjaya mu sudah habis",3
Aplikasi bloon yg harus masuk ke email kalo donwload ulang aplikasinya dihp baru.. sedangkan email gw ga bisa dibuka lg krn lupa password.. bener2 aplikasi bloon dan ga punya solusi... mendingan GOJEK deh. Ga ribet,1
"saya pengguna baru, saya ingin memberi bintang 5 untuk driver nya.. tpi karena kepencet jadi nya malh bintang 1, padahal driver nya baik .. saya ingin sekali mengganti penilaian tapi trnyta nggk bisa di edit, kedepannya saya harap bisa diganti ..",4
"gara-gara ganti hp karena rusak. akunku langsung tdk bisa di buka, bertanya ke CS grab berbulan2 g ada solusi, seakan menyalahkan konsumen, padahal kalau sistemnya update harusnya fleksibel, tp cenderung kaku dan semena2.",1
"mantul.. apalagi kalau di sediakan pilihan mode di grab motor,,, tipe sport dan standar,, tipe sport,motornya 250 ke atas, klo tipe standar dari 200cc ke bawah, harga ongkosnya beda.",5
Pengalaman saya slama. Punya aplikasi grab...jadi lebih gMpang untuk pergi2...dan kalau mau pesan makanan bisa jadi lebih mudah,5
"Dulu saya suka aplikasi ini, tapi setelah promo promo hanya dibatasi pada yang bercentang hijau dan harus isi itu yang namanya OVO saya mulai malas pada aplikasi ini, aplikasi yang seharusnya memudahkan konsumen tapi malah dibikin ribet buat kepentingannya sendiri demi bisnis, mending pakai GO-JEK meskipun promonya gak seperti Grab tapi lebih mementingkan kepuasan konsumen. Thx",1
"Pdhl udah kosongin penyimpanan lebih dari 800mb tapi tetap saja ga bisa install grab, katanya ruang penyimpanan tidak cukup. Benar2 app yg menghabiskan storage bgt sih, kan yg butuh di install ga cm grab doang di HP ini",1
Sejak update ini kenapa promo yang dicantumkan tidak tertampil saat mau checkout makanan yang diinginkan. Semua promo yg dimiliki oleh outlet malah hilang... Aneh.. Lama2 pindah juga ini saya ke GOJEK!,1
Bisa pisahkan Value resto dan driver.. saya tadi pesan makanan.. saya nunggu 1 jam.. cuma karena pihak resto katanya 15-20 menit.. malah molor 1 jam.. saya kurang suka pelayanannya.. pihak saya dan driver.. yang rugi.. tapi nilai resto tetap bagus. Itu tidak adil.,3
Walaupun pernah kecewa akun sempat diblokir tanpa tau alasannya dan poinnya hilang semua tapi saya tetap menjadi pelanggan setia aplikasi ini...pokoknya recomended banget yg pengen perjalanannya nyaman tanpa ribet,5
Parah sih pembaruan malah bikin titik loncat2 gak jelas. Gak bisa sesuai titik kayak sebelumnya driver langsung bener ke rumah. Sekarang kudu arahin driver. Capek setiap kali pesan harus begitu. Malah driver yang biasanya nganter sampai nyasar ke jalan sebelah.,1
"Sampah. Becus ga sih ini app buat maps yg bagus. Gara2 posisi yg bergeser sendiri, saya jd cekcok dg driver. Hal ini sudah berlangsung lama, bahkan bulan lalu. Kalau memang gawai saya yang bermasalah, kenapa Gojek dan Maxim baik-baik saja? SuperApp mbah mu.",1
Dear apk...hanya sekedar saran saja...apa bila 1 orang mempunyai beberapa akun gak udaj di blokir akun lama nya..toh dia jg bayar pake jada kalian tidak gtatis...hp sekarang kebanyakan 1 hp bisa 2 sim...beda sama apk sebelah yg tidak mempersulut costemer nya.,1
"banyak voucher dan diskon grabfood. saya cukup sering order. tapi tolong minta pihak resto untuk selalu update stok menu. udah capek2 pilih menu supaya voucher diskon bisa dipake, pas driver nyampe resto taunya yg dipesen gak ada. begitu diganti menunya, suka ga bisa dipake vouchernya krn minimal order gak terpenuhi. krn miss komunikasi sama driver yg ribet dan pusing sama restonya. mau untung, malah buntung cuma gara2 pihak resto gak update stok menu.",3
"Selama ini ga ada masalah, kecuali kemarin, mau pesan grab car, tapi ga bisa, warna tulisan ""pesan grab car"" yg biasanya ijo, jadi abu abu dan ga bisa di klik....",5
"Posisi lagi hamil muda ! nyari driver grab car grab ride sama aja minta di cancel 👎 semoga kemarin driver yang minta cancel rejeki nya lancar karena nolak2 rejeki terus. Di suruh cancel dengan berbagai macam alasan 👎 udah kagak mau uang kali ya.. Saya juga gk bakalan tega meskipun harga sesuai tarif tapi saya selalu ngasih lebih. Karena saya tau jadi driver gak mudah. Tp kalau customer order d suruh cancel2 terus, bakalan banyak yang pindah ke ojol sebelah. saya masih simpan data driver2 yang minta dicancel dan percakapannya.",1
"Parah..udah 10x update error truz..lama2 kuota abis..payah dah..males begini pake Grab Tolong ya diperbaiki..hari ini total saya perjalanan tersendak gara2 ga bisa di buka aplikasi saya,udah di update ga bisa juga",1
Sy sedang lakukan pemesanan. Sementara aplikasi sy tdk bs di upgrade. Sy tdk bs komunikasi dgn driver nya. Kasian driver nya krn sy juga tdk tahu nomor driver nY. Mohon kira nya jgn ribet2 grab untk upgrade aplikasi terus.,1
"maps tiba-tiba ilang. udah di uninstall trs coba install lagi tapi tetep aja ga muncul mapsnya. yang muncul malah terus-terusan ""Grab mengalami masalah dengan layanan Google Play. Coba lagi"" skrg tiap order grab food atau grab bike jadi ga tau driver udah sampe mana.. tolong dong ini gimana :((",2
"Titik tidak sesuai berubah"" dan harus beradu mulut dulu sama driver,maps update sesuaikan dengan maps bukan nya maps lengkap ini malah maps apaan ga ada nama"" nya,dulu itu masuk maps langsung otomatis ke grab atau gojek ini malah engga,titik tidak beraturan hanya menyebalkan titik kemana jemput dimana",1
"Setelah di update malah aneh,tdk ada pilihan transportasi di bagian paling depan seperti sebelumnya, pilihan pembyran cuma tunai sj metode pembyran lain dihilangkan.Trs untk apa ada update ulang2 kalau masih sama saja bentukannya app nya bgt",1
"Ganti jadi 1 bintang saja, kacau masa harga jauh lebih mahal dari toko, udah ada biaya pesan masih saja harga dinaikin dari harga toko. Untuk gratis ga kya dulu lagi, hapus saja jangan mau ada yg pakai.",1
"dear Grab.. Grab sngat membantu saya selama ini. Memudahkan sya dalam aktifitas sehari2. apalagi promo2 nya yng menarik... tapi tolong untuk pihak grab lebih mengedukasi driver perihal promo... bahwasanya promo itu ga merugikan mereka... terkadang suka tidak enak kalau pas order grab food pakai promo, mereka suka menggerutu kalau pencairannya lama... jadi itu saja semoga bisa diperhatikan dan diperbaiki lagi.. trimksih grab",5
"Setelah update appnya jadi lag parah bahkan buat balas chat driver saja sangat berat gara gara lag padahal buka app lain biasa aja ga ada lag. Terus map juga tidak sesuai dengan sebelum update, tolong diperbaiki lagi !!",3
"Naikin ongkir customer semau mau, tadi jam 5 sore masih normal, sekarang jam 7 malem, ongkir nambah 10rb, gila, padahal mah tarif di driver ongkir normal, kacau grab ngambil untungnya banyak banget, kenapa saya bilang begitu, driver pada bilang begitu ketika selesai anter, tarifnya normal ga ada tambahan",1
kecewa dgn grab akhir2 ini drivernya nggak sopan nanya dimana pas ditelfon kayak nggak ada etika. ditambah lagi promo grab gabisa digunain percuma dibuat promo cuma bisa digunakan pas hari terakhir berakhir promo nya dan hanya sekali kecewa dgn grab.,1
"untuk grab transport nya oke, untuk go food big no kalau harga nya seharusnya berkurang (pesanan nya jamur dan ayam goreng tapi jamur gak ada atau habis di restonya harga tetep sama di aplikasi dan ga berkurang otomatis jadi pembeli bingung dan kadang di rugikan)",4
Tolong dong verivikasi fotonya dihapus dlu mengganggu untuk kita yang buru2 mau pergi / berangkat kerja . Mengganggu waktu . Kalau ada yang buru2 kamera depan gak bisa gimana . Mengganggu banget itu,1
"kenapa akun saya di blokir, yang bukan kesalahan dari saya. Kronologi, saya pesan grab bike pas hari jumat kebetulan jam solat jumat. Dan saya pesen grab bike, pada saat itu lokasi drivernya pada jauh jauh, saking jauhnya... Drivernya berada di titik tujuan saya. Dan bahkan ada driver yg bilang, ""titik jemputnya gk kebalik kan mas?"" Sehingga driver kebanyakan ""minta di cancel"" padahal saat sy cancel sudah ada keterangan alasan cancel, entah siapa yang bego... Developmentnya atau customer servis?",1
"semakin besar kok pelayanannya semakin jelek. udah tau penumpangnya berkebutuhan khusus. naik mobil harus d gendong. tp malah mau d turunkan d gerbang. krn titiknya d situ. waktu pesen ga bisa d pindahin titiknya. mau nulis manual ga ada enternya. yg ada tombol mencari. lapor ke grab sampe berkali2. tidak ada solusi, cuma akan d catat dan d laporkan. jawaban yg ga ada solusinya... KECEWA",1
"Kenapa setelah update posisi driver jadi tidak bisa diketahui dari awal? . Padahal sebagai konsumen akan lebih aman dan tenang jika kita mengetahui posisi driver dari awal dan bukan nya ketika sampai ke resto ny baru bisa lihat posisi. Tolong dikembalikan seperti awal, dimana kita bisa melihat posisi driver dari awal. Agar kita juga mengetahui seberapa jauh posisi driver dari resto",4
"sudah cukup bagus,banyak membantu saya untuk menjemput rekan bisnis saya,yg sedikit merepotkan saat memesan dilokasi dimana tidak ditemukan di pencarian (sesuatu perjuangan banget)jadinya mau ga mau buka google map juga biar pas buat titik penjemputan.karena terkadang sopir komplain saat saya buat titik tidak sesuai penjemputan.selebihnya Oke.",4
"Untuk drivernya sih gk ada mslah, meskpun terkdang ada driver yg menjngkelkan menurut saya lumrah karna mereka capek dan tdk tau tmpatnya, Yg bkin saya bener"" jngkel aplikasinya knapa sering ditangguhkan nomer saya, masak orang ganti hp gk bleh , hp saya ada 2 terkadng yg 1nya paketan hbis sya ganti pkek hp yg ke 2 yg msh ada paketannya saya ingin cmn satu aplikasi saja tidak bnyak"" tapi sayangnya aplikasi ini agak rewel 🙄🙄 Tidak bisa membedakan mana yg bener-bener penting buat penumpang sama yg penipuan, nyesel pernah buka aplikasi ini",1
membantu sih dan tarifnya blhlah. tpi yg bikin kesel klo mesen makanan harus berulang2 kli bahkan bisa lebih dri 50x bru bisa dpa drivernya. selalu aja muncul tulisan pengemudi sibuk. tolong di perbaiki lgi sistemnya. dan klo blh ada layanan grab shop.,3
Parah banget 😂 .. ga ada promo yang bisa di gunakan . Ongkos pengiriman grabfood jarak deket aja mahalnya kebangetan belum di tambahin biaya lain'' makin naik parah sih . Kecewa bangt sama grab .,2
"aplikasinya gak bisa cepat dapat driver,grab foodnya blum aktif di wajo,padahal kami sangat menantikannya, mohon untuk pihak aplikasi,memperbarui aplikasi draiver penumpang maupun driver,karena kami sangat susah memesan di daerah kami khususnya daerah wajo, padahal potensi grab di daerah kami sangat lah memungkin kan untuk maju dan berkembang, bisa jadi melampaui pengguna makassar.",1
"Buat customer grab jika alamat titik jemput tidak sesuai dengan alamat yg di order jangan biasakan memakai bahasa sesuai titik/MAP karena membuat driver bingung, driver lbh faham soal MAP/titik jemputnya, jadi biasakan kasih nota ( catatan) jika alamat jemput tidak sesuai dengan alamat yg kalian order di aplilasi anda, budayakan smart, dan budayakan standby jika mengorder, jangan biarkan driver menunggu lama, coz waktu bagi driver sangat berarti dalam mendapatkan hitungan insentif.",5
"Buruk, banget. Naik grab dari bandara yang disediakan konter pesan grab, dipesankan sama orang grabnya langsung dengan iming2 ga ada biaya tambahan kecuali harga yang tertera (oleh orang yang pakai nametag grab di kounter grab bandara palembang) eh taunya tetap kena biaya lain-lain. Mana jalanya malah muter kemana2 kalo di hitung malah lebih mahal dari naik taksi argo. Ga lagi2 mau pake jasa grab",1
"Flash sale promo 40% padahal di potong hanya 4.000 bahasa marketing banget itu mah flash sale 4% aja. klo beneran 40% seharusnya di potong 40ribu bukan 4rb. Kadang sering ketipu, apalagi skrg promo2nya ga real kayak awal2 yg selalu bersaing dgn aplikasi online lainnya.",2
"Akun dipakai sudah bertahun2. Member PLATINUM, dengan point sudah 8000an. Tiba2..., akun ku ditangguhkan!! Di chat, ditlp, di email, semua nya PERCUMA. akun saya tidak dapat digunakan lagi. No hp saya juga tidak dapat digunakan untuk aplikasi ini. PARAH BANGET!!!! Kalo ada 0 bintang, itu buatmu GRAB!!",1
"aplikasinya sering memberi rute yg terlalu jauh untuk lokasi tertentu, puncaknya di hari ini 4 Sep 2019 jam 8.30 pagi, dari jln kampung melayu kecil tujuan ke graha Surveyor di jln Gatot Subroto, rutenya memutar jauh sekali lewat daerah Slipi, sehingga ongkosnya jadi mahal sekali, padahal kalopun diorder, drivernya pasti akan lewat rute terdekat",3
Sangat membantu dalam hal transfortasi. Pertama kali pakai apps grabcar sedikit kecewa karena sudah pesan tetapi supir grabcar minta di batalkan dengan alasan kejauhan. Saya coba yang ke dua supirnya mau dan sopan. Saya akan memakai jasa grabcar atau grabmotor untuk alat transfortasi saya selanjutnya. Untuk kedepan nya tolong tindak pengemudi yang meminta membatalkan sepihak dengan alasan kejauhan. Thxs ....SUKSES TEAM GRAB,5
"Apk grab menyarankan untuk update apk nya tapi kok ngga mau terunduh yah,sekalinya terunduh kok ngga bisa ke pake sih,tolong ya kembailkan apk grab yang dulu,saya lebih nyaman pake apk grab yang dulu,bukan masalah promonya yah saya ngga butuh promo yang banyak ini masalah kenyamanan pemakaiannya",1
murah sih ongkir untuk grabfood dan selalu ada promo. tapi selalu sulit mendapat driver. sampe tiga puluh menit diulang-ulang selalu driver sibuk. lalu tawaran restorannya juga gak sevariatif sebelah. pilihan restorannya sedikit dan rata-rata jauh dari lokasi padahal cabang kedai resto yang sama ada yang lebih dekat. dan dulu pernah kena tipu driver pesan grabfood dan gak diproses sampe detik ini. kecewa.,1
"Dear Grab, tolong utuk titik mapsnya diakuratin lagi, Saya pesen ke alamat mangga besar, titiknya di alamat kebun jeruk, kasihan juga driver salah ngantar alamat dan kalau seperti ini terus yg ada miskom antara pengguna dan driver karena kedua pihak merasa sama sama benar. Terima kasih",4
kalo menurut saya buat aplikasi konsumen janganbanyakan upgrade meskipun ada notifikasi update mohon ada pilihan lain kali jadi bisa tetep di pakai.... soalnya kuota sama memory kadang perlu ruang lebih besar buat update. #,1
Lebih ditingkatkan lg ya aplikasinya td saya order tp titik jemput driver sangat jauh dr saya sehingga saya menunggu sekitar 30 menit dan akhirnya saya cancel karena tidak kunjung datang .,4
"Saya agak merasa terganggu karna seringkali aplikasi grab meminta untuk melakukan pembaruan di playstore, padahal baru beberapa minggu baru saja diperbarui. Itu sangat menghambat waktu dan memakan ruang juga kuota. Saya harap kedepannya bisa lebih di perbarui secara serius agar tidak melulu meminta untuk di perbarui secara berkala. Kalau setahun satu atau dua kali yaa tidak masalah. Terima kasih.",3
"Semenjak baru update ini, saya buka grab nya lalu mau pesan grab mobil atau motor aplikasi keluar terus masuk sendiri, tapi kalau saya pesan grabfood gak .. dan aplikasi yang lain tidak gitu dan cek hp saya bener ga. Ada yg salah",1
"Jelek Banget nih aplikasi, mau order aja susah banget bacaan koneksi lambat terus padahal mah yg lain lancar jaya. YouTube aja lancar, yg lain juga lancar.. aplikasi susah nih, ga guna mau order perjalanan aja susah banget. Tolong ditingkatkan lagi aplikasi nya",1
kepada grab yang yerhormat. saya turunin bintangnya... soalnya hampir setiap pagi ngeblast. pasti dapetnya driver yang jauh. padahal jelas ada driver yang lebih deket. jalur juga kadang agak jauh diambilnya. Tolong ya grab perbaiki sistemnya... untuk jalan yang suka macet kalo ngeblast itu merugikan. kebanyakam cancel juga bisa bikin di ban sehari. Mohon maaf dan terima kasih :),2
"Terimakasih grab.. sudah membantu sekali perjalanan dan juga drivernya ramah"" smoga aja semua driver grab juga seperti yg saya rasakan beberapa kali saya ordee grab... Tingkatkan keamanan kenyamanan penumpang.. trimakasih",5
selama ini order grab mbl sangat mudah n cepat...tp yg sangat sy sayangkan kalau penumpang lebih dari 6 supir seperti tdk ramah dan kdg ugal ugalan dijln....pdhl selalu saya kasi tip ( berdasarkan pengalaman saya pernah dengan penumpang 6 dan 2 ank kcl )...jd tolong ditingkatkan servicenya terutama keramahtamahan supir...agar customer merasa aman dan nyaman....trimakasih,5
"kenapa ya , udah berapa hari ini selalu dapet driver yang jauh² , jadi waktunya ga efisien aturan sudah sampai tujuan tapi malah masih mencari driver , saya suka cancel driver karna lokasi driver dengan saya jauh , tapiiii sekarang kalo penumpang cancel performa driver turun ... grab tolong ditindaklanjutin yg seperti ini karna masalah ini ,waktunya tidak efisien apalagi kalo mau berangkat kerja thanks",1
"Inovasi bagus order gabungan , yang harus diperbaiki menurut saya, kembalikan order gabungan pada satu resto saja. . Karna saat saya pesan food saya harus menunggu lama lagi dikarnakan driver harus mengantri lagi di resto berikutnya dan kurang baiknya lagi makanan jadi dingin.",4
Disuruh update. Setelah update tidak dapat menginstall aneh aplikasi nya tambah aneh. setelah ovo grab sya di top up.. disuruh update setelah di update malah tidak mau menginstal. waahhh parraah.,1
"Sya sangat menyukai aplikasi grab ini, sangat membantu tpi kadang2 saat kita salah kirim lokasi tujuan dan saat menggantinya.... Harga nya lebih tinggi dari harga biasanya",4
"Aplikasi grab sgt membantu. Hanya saja tidak bisa melanjutkan transaksi bila lokasi tidak diaktifkan padahal hanya utk pembayaran PLN atau internet. Boleh tidak kalau lokasi itu diataur ""lain kali"" sprti di gojek. Jd lokasi itu digunakan sesuai kebutuhan.",5
"saya pakai grab sudah dari dulu,terlalu banyak cancel akun saya akan dinonaktivkan dari grab,tetapi sering sekali para pengemudi menerima orderan lalu bilang sudah jauh lah,pesan saya tidak dibaca setelah lama sekali baru balas maaf hp saya ke silent padahal jelas2 mereka menerima orderan saya,mereka tidak mau cancel supaya mereka tidak kena sanksi tetapi kalau saya yg cancel saya yg akan di sanksi,kalau mereka tidak mau menjmput kenpa diambil orderan saya?????tolong perbaiki kualitas pengemudi.",3
Kenapa saya tidak bisa memesan bike dan car? Selalu tujuan dan pemjemputan tidak pernah keluar. Hanya map saja yg keluar. Sudah instal trus uninstall sama aja Tolong di perbaiki Kalau sudah di perbaiki saya kasih bintang full,1
Senang sih pakai apk grab tapi suka heran pas isi saldo ovo terus saldo ovo nya di pakai saat kita mau pesan grab sya kira harganya murah ternyata saldo ovo nya berbanding dengan ongkos jika bayar pakai tunai. Tolong apk grab di tingkat kan lebih bagus lagi. Makasih,3
"Kenapa akun saya tbtb dinonaktifkan? Padahal saya sering menggunakan apk grab untuk beberapa kegiatan. Skrg mau pesan makan, kirim barang dan pemesanan ojol jadi terhambat. Saya sudah uninstal, lalu download lagi tapi tetap tidak bisa. Kenapa kahh?? Terimakasih sudah ditindak lanjuti, skrg sudah bisa lagi apk grabnya",5
"Sangat membantu karena posisi kita dimana pun pasti bisa pesan grab,dijemput ketempat serta diantar ketujuan dengan tepat waktu..Semonga makin baik lagi kedepanya..Terimakasih",5
"App grab nya lemot. Tolong dong kebijakan grab ini gimana ya? Padahal di riwayat tgl 14 maret, saya pake grab cuma sekali aja. Trus kenapa poin saya kepotong sampe sebanyak itu ya? Saya baru ngeh loh barusan liat poin saya 150. Yg awalnya ada 900 lebih. Kok grab nih lucu ya? Apa karna ngecancel, trus poin saya dipotong? Berarti saya SANGAT SANGAT DIRUGIKAN dong dari pihak grab. TOLONG KEBIJAKANNYA YA.",1
"Kenapa setelah saya update,setiap mau masuk app grab,masih saja muncul perintah di suruh update lagi.Dan mau keluar tidak bisa,jadi saya juga tidak bisa menggunakan layanan grab apapun.Di klik apapun ngga bisa,tolong bantuannya",3
"Aplikasi mengenakan tambahan biaya 1000 jika kami membuat driver terlalu lama menunggu, sedangkan jika customer yang menunggu tidak ada biaya pengurangan tarif. Saya menunggu driver sampai lebih dari 15 menit !!!",1
"apk nya ngebantu, tapi saya kurang seneng sama pelayanan driver nya, kadang driver nya ada yang gk sopan, ada yg terus nanya di cht padahal saya waktu itu buru"" buat sklh, ada juga driver yg terus bilang kalau alamat saya salah, padahal alamat rmh saya sudah sesuai dengan mapgoogle",2
"Tombol pesan dan batalkan pemakaian voucher di tempat yang sama, salah pencet bisa berabe. UI nya udah bagus, cuma UX nya gak nyaman",1
"Tolong pembatalan paket bisa ditukarkan dengan saldo lagi,soalnya paket saya tiba-tiba diperpanjang padahal paket saya tidak dipakai sama sekali,sehingga saldo ovo saya setiap perpanjangan paket berkurang,mohon pengertiannya dari pihak grab,semoga bisa menjadi masukan🙏",1
